numero_pedido;documento;vendedor;valor_pedido;data_pedido;origem_venda;canal;tipo_cupom;ano;mes;nome_mes;trimestre;dia_semana;ano_mes;semana_ano;faixa_valor;nome_cliente;status_cliente
PED104904;92.356.267/4920-30;Vanessa;1273,14;2023-04-21;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Friday;2023-04;16;R$1001-2000;Ana Oliveira;active
PED104905;98.913.900/4072-28;Fernanda;503,98;2023-04-09;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$501-1000;Fernanda Oliveira;active
PED104906;61.275.934/5781-83;Priscila;437,4;2023-04-24;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Monday;2023-04;17;R$201-500;Clara Almeida;active
PED104907;54.873.262/7509-23;Priscila;463,04;2023-04-05;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;14;R$201-500;Ana Carvalho;inactive
PED104908;96.606.628/5027-18;Patrícia;529,13;2023-04-23;E-commerce;Site;Parceiro;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$501-1000;Bruna Carvalho;active
PED104909;22.998.515/4759-95;Tatiane;853,76;2023-04-12;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$501-1000;Patricia Souza;active
PED104910;76.740.981/2690-49;Keli;506,36;2023-04-06;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$501-1000;Mariana Pereira;active
PED104911;93.522.447/5789-48;Amanda;1906,93;2023-04-13;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$1001-2000;Ana Lima;active
PED104912;70.277.707/6434-29;Amanda;613,18;2023-04-04;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$501-1000;Paula Santos;active
PED104913;62.776.813/5178-26;Simone;222,29;2023-04-26;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$201-500;Joana Rodrigues;active
PED104914;54.241.475/3033-77;Vanessa;603,23;2023-04-19;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;16;R$501-1000;Fernanda Almeida;active
PED104915;35.558.635/3788-22;Bianca;317,96;2023-04-26;E-commerce;Site;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$201-500;Fernanda Araujo;active
PED104916;63.425.456/7534-47;Tatiane;967,7;2023-04-04;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$501-1000;Clara Martins;active
PED104917;55.646.352/6713-78;Elaine;3031,18;2023-04-14;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$2001-5000;Juliana Lima;active
PED104918;46.619.911/8265-14;Mariana;375,49;2023-04-06;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$201-500;Mariana Silva;active
PED104919;50.330.552/7537-19;Juliana;1183,59;2023-04-06;E-commerce;Link;Frete Grátis;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$1001-2000;Joana Carvalho;inactive
PED104920;89.334.795/4109-20;Elaine;628,02;2023-04-13;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$501-1000;Beatriz Rodrigues;active
PED104921;18.852.375/4675-66;Simone;1666,26;2023-04-24;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;17;R$1001-2000;Amanda Souza;active
PED104922;72.203.950/5763-26;Simone;609,94;2023-04-18;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Tuesday;2023-04;16;R$501-1000;Maria Lima;active
PED104923;70.861.909/8692-21;Elaine;627,97;2023-04-23;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$501-1000;Amanda Martins;inactive
PED104924;10.906.376/8232-24;Simone;279,53;2023-04-27;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$201-500;Leticia Rodrigues;inactive
PED104925;89.138.339/1589-90;Camila;916,07;2023-04-05;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;14;R$501-1000;Renata Carvalho;active
PED104926;26.275.248/6297-49;Keli;1606,51;2023-04-09;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$1001-2000;Joana Silva;active
PED104927;11.933.980/8081-43;Aline;272,02;2023-04-17;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;16;R$201-500;Joana Souza;active
PED104928;48.751.198/4981-31;Priscila;289,42;2023-04-04;E-commerce;Site;Desconto;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$201-500;Luiza Almeida;active
PED104929;55.222.343/5682-15;Elaine;573,84;2023-04-07;E-commerce;Site;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;14;R$501-1000;Clara Oliveira;active
PED104930;41.366.969/1837-71;Larissa;776,54;2023-04-09;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$501-1000;Maria Nascimento;active
PED104931;72.393.995/6373-61;Débora;674,03;2023-04-20;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$501-1000;Joana Ferreira;active
PED104932;55.795.364/3006-45;Mariana;1263,6;2023-04-04;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$1001-2000;Paula Carvalho;active
PED104933;10.684.439/6684-92;Renata;350,68;2023-04-08;E-commerce;App;Desconto;2023;4;Apr;Q2/2023;Saturday;2023-04;14;R$201-500;Renata Costa;active
PED104934;59.625.627/7185-90;Patrícia;1273,07;2023-04-10;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$1001-2000;Mariana Carvalho;active
PED104935;23.155.327/9340-55;Priscila;477,7;2023-04-08;E-commerce;Link;Frete Grátis;2023;4;Apr;Q2/2023;Saturday;2023-04;14;R$201-500;Bruna Souza;active
PED104936;21.429.835/6063-85;Simone;314,29;2023-04-12;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$201-500;Fernanda Ferreira;active
PED104937;39.213.303/5569-66;Elaine;832,74;2023-04-16;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$501-1000;Luiza Martins;active
PED104938;24.835.750/9983-76;Elaine;348,69;2023-04-10;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$201-500;Clara Souza;active
PED104939;36.242.136/6817-14;Priscila;997,07;2023-04-07;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Friday;2023-04;14;R$501-1000;Maria Pereira;active
PED104940;80.853.701/7981-39;Keli;2426,97;2023-04-27;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$2001-5000;Isabela Nascimento;active
PED104941;32.657.923/9101-93;Juliana;369,7;2023-04-03;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;14;R$201-500;Ana Lima;active
PED104942;98.951.532/1627-95;Renata;2178,01;2023-04-01;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$2001-5000;Leticia Silva;active
PED104943;62.626.789/6497-84;Priscila;1369,09;2023-04-25;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Tuesday;2023-04;17;R$1001-2000;Amanda Gomes;active
PED104944;77.598.484/2627-72;Fernanda;1775,75;2023-04-26;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$1001-2000;Luiza Gomes;active
PED104945;24.109.477/6752-51;Carla;1000,56;2023-04-11;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;15;R$1001-2000;Joana Santos;active
PED104946;17.736.406/4518-66;Simone;623,58;2023-04-19;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;16;R$501-1000;Patricia Carvalho;inactive
PED104947;48.383.803/1648-37;Bianca;84,09;2023-04-10;E-commerce;App;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;15;Até R$200;Bruna Martins;active
PED104948;43.663.723/1593-61;Priscila;2699,39;2023-04-15;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;15;R$2001-5000;Clara Martins;inactive
PED104949;41.605.832/4924-49;Renata;346,89;2023-04-01;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$201-500;Paula Pereira;active
PED104950;71.407.444/5820-93;Vanessa;882,59;2023-04-13;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$501-1000;Amanda Silva;active
PED104951;68.742.813/9946-44;Patrícia;634,58;2023-04-17;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;16;R$501-1000;Ana Souza;active
PED104952;42.679.900/5493-30;Simone;753,36;2023-04-21;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Friday;2023-04;16;R$501-1000;Beatriz Souza;active
PED104953;80.579.659/2797-93;Bianca;431,38;2023-04-13;E-commerce;App;Frete Grátis;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$201-500;Leticia Araujo;active
PED104954;61.498.310/6510-37;Fernanda;1062,26;2023-04-21;E-commerce;Site;Cashback;2023;4;Apr;Q2/2023;Friday;2023-04;16;R$1001-2000;Patricia Ferreira;active
PED104955;20.898.867/3939-87;Renata;4466,46;2023-04-22;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;16;R$2001-5000;Gabriela Carvalho;active
PED104956;49.125.126/1701-92;Aline;756,45;2023-04-11;E-commerce;App;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;15;R$501-1000;Camila Rodrigues;active
PED104957;19.861.758/3489-10;Priscila;752,42;2023-04-26;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$501-1000;Leticia Pereira;active
PED104958;75.909.519/4659-18;Vanessa;602,58;2023-04-26;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$501-1000;Bruna Carvalho;active
PED104959;21.342.719/6541-76;Tatiane;1729,84;2023-04-14;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$1001-2000;Bruna Nascimento;active
PED104960;14.202.295/5869-56;Keli;385,51;2023-04-12;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$201-500;Amanda Souza;active
PED104961;91.724.316/9000-73;Vanessa;1367,84;2023-04-29;E-commerce;Site;Desconto;2023;4;Apr;Q2/2023;Saturday;2023-04;17;R$1001-2000;Sofia Rodrigues;active
PED104962;72.584.727/8870-71;Larissa;940,12;2023-04-20;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$501-1000;Gabriela Ferreira;active
PED104963;11.763.314/2906-35;Débora;131,43;2023-04-26;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;Até R$200;Fernanda Pereira;active
PED104964;78.279.111/2149-72;Priscila;1723,31;2023-04-20;E-commerce;App;Parceiro;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$1001-2000;Sofia Nascimento;active
PED104965;53.543.458/8535-50;Fernanda;405,48;2023-04-15;E-commerce;App;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;15;R$201-500;Paula Nascimento;active
PED104966;65.788.752/5796-58;Carla;193,17;2023-04-05;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;14;Até R$200;Bruna Martins;active
PED104967;36.886.634/4889-60;Renata;843,07;2023-04-20;E-commerce;App;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$501-1000;Patricia Costa;inactive
PED104968;54.701.202/1987-78;Luciana;520,91;2023-04-26;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$501-1000;Luiza Silva;active
PED104969;62.248.602/1869-75;Mariana;1534,33;2023-04-12;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$1001-2000;Amanda Carvalho;active
PED104970;37.360.385/8680-95;Simone;1959,03;2023-04-20;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$1001-2000;Juliana Almeida;active
PED104971;85.878.367/4241-48;Vanessa;2398,26;2023-04-12;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$2001-5000;Sofia Silva;active
PED104972;21.342.719/6541-76;Camila;487,0;2023-04-16;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$201-500;Bruna Nascimento;active
PED104973;47.798.484/6315-53;Simone;653,54;2023-04-25;E-commerce;Site;Cashback;2023;4;Apr;Q2/2023;Tuesday;2023-04;17;R$501-1000;Fernanda Souza;active
PED104974;43.802.945/6039-32;Luciana;2318,42;2023-04-09;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$2001-5000;Patricia Souza;inactive
PED104975;86.270.612/4477-71;Simone;1671,66;2023-04-14;E-commerce;App;Parceiro;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$1001-2000;Isabela Santos;active
PED104976;36.725.974/5135-42;Adriana;133,13;2023-04-14;E-commerce;Site;Parceiro;2023;4;Apr;Q2/2023;Friday;2023-04;15;Até R$200;Isabela Martins;active
PED104977;67.796.673/3526-61;Simone;683,97;2023-04-25;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Tuesday;2023-04;17;R$501-1000;Mariana Gomes;active
PED104978;93.694.902/6059-78;Adriana;2418,36;2023-04-15;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Saturday;2023-04;15;R$2001-5000;Maria Santos;active
PED104979;51.285.497/5729-14;Simone;545,84;2023-04-02;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;13;R$501-1000;Camila Ferreira;active
PED104980;72.203.950/5763-26;Patrícia;749,95;2023-04-20;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$501-1000;Maria Lima;active
PED104981;54.334.448/7539-41;Adriana;732,05;2023-04-06;E-commerce;App;Parceiro;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$501-1000;Clara Martins;active
PED104982;29.944.399/3093-43;Débora;170,1;2023-04-27;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Thursday;2023-04;17;Até R$200;Camila Almeida;active
PED104983;19.857.936/3849-61;Elaine;215,18;2023-04-12;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$201-500;Camila Costa;inactive
PED104984;35.278.146/8017-93;Bianca;306,61;2023-04-24;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Monday;2023-04;17;R$201-500;Mariana Almeida;active
PED104985;97.718.523/9325-29;Luciana;1661,44;2023-04-28;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Friday;2023-04;17;R$1001-2000;Beatriz Araujo;active
PED104986;93.807.941/5439-94;Adriana;419,79;2023-04-10;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$201-500;Isabela Carvalho;inactive
PED104987;63.960.631/6608-95;Mariana;1687,81;2023-04-26;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$1001-2000;Leticia Souza;inactive
PED104988;42.913.670/9499-15;Tatiane;1408,57;2023-04-09;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$1001-2000;Sofia Pereira;active
PED104989;98.509.667/2613-23;Bianca;544,55;2023-04-16;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$501-1000;Mariana Oliveira;active
PED104990;22.773.464/5916-96;Elaine;2707,87;2023-04-20;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Thursday;2023-04;16;R$2001-5000;Amanda Silva;active
PED104991;88.772.538/1444-79;Carla;1038,32;2023-04-12;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$1001-2000;Paula Santos;active
PED104992;11.242.518/2523-48;Vanessa;508,39;2023-04-11;E-commerce;Site;Cashback;2023;4;Apr;Q2/2023;Tuesday;2023-04;15;R$501-1000;Renata Santos;active
PED104993;48.152.317/1823-10;Carla;1247,23;2023-04-03;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Monday;2023-04;14;R$1001-2000;Luiza Almeida;active
PED104994;47.218.392/8538-77;Tatiane;462,71;2023-04-13;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$201-500;Luiza Santos;inactive
PED104995;81.236.957/8041-89;Bianca;2254,99;2023-04-16;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$2001-5000;Beatriz Souza;active
PED104996;85.455.423/4876-81;Keli;399,47;2023-04-17;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Monday;2023-04;16;R$201-500;Leticia Carvalho;active
PED104997;38.434.960/6560-58;Bianca;1149,82;2023-04-27;E-commerce;App;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$1001-2000;Paula Carvalho;active
PED104998;71.284.105/5482-68;Juliana;1077,97;2023-04-06;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$1001-2000;Ana Gomes;active
PED104999;55.195.289/2289-49;Patrícia;393,31;2023-04-16;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$201-500;Mariana Araujo;active
PED105000;38.649.540/2120-36;Elaine;2204,71;2023-04-19;E-commerce;Link;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;16;R$2001-5000;Luiza Gomes;active
PED105001;31.242.441/6435-21;Priscila;386,67;2023-04-14;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$201-500;Patricia Nascimento;active
PED105002;45.697.333/3649-67;Amanda;173,45;2023-04-26;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;Até R$200;Isabela Costa;active
PED105003;98.731.529/4022-34;Aline;1875,73;2023-04-22;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;16;R$1001-2000;Isabela Gomes;inactive
PED105004;29.723.731/8635-91;Luciana;410,82;2023-04-26;E-commerce;Site;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;R$201-500;Fernanda Costa;active
PED105005;54.299.502/7940-32;Tatiane;564,51;2023-04-27;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$501-1000;Mariana Carvalho;inactive
PED105006;98.606.860/7724-39;Patrícia;1721,93;2023-04-12;E-commerce;Site;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$1001-2000;Gabriela Carvalho;active
PED105007;71.151.473/8693-44;Priscila;521,38;2023-04-12;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$501-1000;Amanda Costa;inactive
PED105008;46.254.112/1895-75;Camila;3533,58;2023-04-06;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$2001-5000;Ana Lima;active
PED105009;73.116.623/9073-74;Vanessa;2132,17;2023-04-19;E-commerce;App;Desconto;2023;4;Apr;Q2/2023;Wednesday;2023-04;16;R$2001-5000;Juliana Gomes;active
PED105010;58.571.843/1246-40;Elaine;3499,41;2023-04-23;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$2001-5000;Bruna Pereira;inactive
PED105011;75.616.192/7569-93;Patrícia;499,74;2023-04-10;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$201-500;Renata Rodrigues;active
PED105012;73.591.912/9089-86;Camila;524,04;2023-04-15;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Saturday;2023-04;15;R$501-1000;Amanda Souza;active
PED105013;83.543.518/6546-20;Fernanda;383,36;2023-04-18;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;16;R$201-500;Natalia Rodrigues;active
PED105014;22.808.636/2141-91;Amanda;299,17;2023-04-27;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$201-500;Renata Souza;inactive
PED105015;60.453.492/7347-11;Juliana;1054,75;2023-04-21;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Friday;2023-04;16;R$1001-2000;Sofia Araujo;active
PED105016;73.486.477/1534-62;Luciana;998,21;2023-04-10;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$501-1000;Camila Costa;inactive
PED105017;16.756.548/1761-35;Luciana;863,9;2023-04-06;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;14;R$501-1000;Fernanda Araujo;inactive
PED105018;93.249.979/3806-20;Larissa;328,65;2023-04-09;E-commerce;App;Parceiro;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$201-500;Clara Araujo;active
PED105019;77.888.240/5882-43;Patrícia;584,68;2023-04-14;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$501-1000;Fernanda Carvalho;inactive
PED105020;54.259.265/5300-20;Amanda;629,63;2023-04-01;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$501-1000;Fernanda Oliveira;active
PED105021;20.961.882/9915-25;Patrícia;425,37;2023-04-09;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Sunday;2023-04;14;R$201-500;Maria Silva;active
PED105022;14.934.750/1120-77;Priscila;2604,02;2023-04-14;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$2001-5000;Mariana Martins;inactive
PED105023;90.596.799/5798-30;Simone;1496,71;2023-04-25;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;17;R$1001-2000;Juliana Almeida;active
PED105024;35.541.128/9996-84;Amanda;474,8;2023-04-14;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;15;R$201-500;Fernanda Pereira;inactive
PED105025;10.645.545/5174-87;Mariana;1170,87;2023-04-10;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Monday;2023-04;15;R$1001-2000;Camila Costa;active
PED105026;83.680.876/2211-70;Renata;288,8;2023-04-23;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$201-500;Natalia Ferreira;active
PED105027;98.365.833/5917-38;Adriana;642,29;2023-04-01;E-commerce;Site;Desconto;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$501-1000;Paula Ferreira;active
PED105028;13.808.769/1203-77;Bianca;1548,15;2023-04-17;Loja Física;Loja;Cashback;2023;4;Apr;Q2/2023;Monday;2023-04;16;R$1001-2000;Leticia Nascimento;active
PED105029;69.227.790/8572-17;Débora;1796,58;2023-04-05;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Wednesday;2023-04;14;R$1001-2000;Paula Lima;inactive
PED105030;59.123.786/5881-93;Mariana;680,62;2023-04-04;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$501-1000;Paula Oliveira;active
PED105031;67.807.934/3118-27;Bianca;2180,52;2023-04-01;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$2001-5000;Leticia Almeida;inactive
PED105032;13.551.948/1808-92;Adriana;2664,5;2023-04-11;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Tuesday;2023-04;15;R$2001-5000;Luiza Carvalho;inactive
PED105033;39.154.677/4097-66;Priscila;384,26;2023-04-27;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$201-500;Mariana Costa;active
PED105034;86.844.358/8526-79;Fernanda;190,91;2023-04-19;E-commerce;Site;Parceiro;2023;4;Apr;Q2/2023;Wednesday;2023-04;16;Até R$200;Fernanda Souza;active
PED105035;74.412.858/6954-97;Bianca;838,08;2023-04-04;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;14;R$501-1000;Juliana Almeida;inactive
PED105036;34.492.202/5797-35;Adriana;869,0;2023-04-23;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$501-1000;Patricia Oliveira;active
PED105037;53.756.229/7284-40;Patrícia;1267,76;2023-04-16;E-commerce;Link;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;15;R$1001-2000;Renata Ferreira;active
PED105038;29.659.229/4203-63;Elaine;327,55;2023-04-12;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Wednesday;2023-04;15;R$201-500;Beatriz Silva;active
PED105039;11.242.518/2523-48;Renata;1680,36;2023-04-01;Loja Física;Loja;Frete Grátis;2023;4;Apr;Q2/2023;Saturday;2023-04;13;R$1001-2000;Renata Santos;active
PED105040;72.949.115/6758-84;Renata;2071,02;2023-04-22;Loja Física;Loja;Parceiro;2023;4;Apr;Q2/2023;Saturday;2023-04;16;R$2001-5000;Maria Araujo;inactive
PED105041;47.524.746/3484-72;Simone;642,13;2023-04-23;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Sunday;2023-04;16;R$501-1000;Ana Nascimento;active
PED105042;34.415.670/5820-37;Patrícia;925,9;2023-04-17;E-commerce;Site;Frete Grátis;2023;4;Apr;Q2/2023;Monday;2023-04;16;R$501-1000;Isabela Almeida;inactive
PED105043;96.596.427/1909-72;Camila;991,28;2023-04-27;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Thursday;2023-04;17;R$501-1000;Paula Silva;active
PED105044;31.652.943/9850-98;Keli;1874,31;2023-04-07;E-commerce;Link;Cashback;2023;4;Apr;Q2/2023;Friday;2023-04;14;R$1001-2000;Ana Gomes;active
PED105045;74.620.500/6493-74;Bianca;233,06;2023-04-25;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Tuesday;2023-04;17;R$201-500;Gabriela Almeida;active
PED105046;48.484.982/1064-74;Renata;276,74;2023-04-02;E-commerce;Site;Desconto;2023;4;Apr;Q2/2023;Sunday;2023-04;13;R$201-500;Joana Lima;inactive
PED105047;77.317.201/7764-45;Renata;141,66;2023-04-15;Loja Física;Loja;Sem Cupom;2023;4;Apr;Q2/2023;Saturday;2023-04;15;Até R$200;Beatriz Ferreira;active
PED105048;89.334.795/4109-20;Débora;869,82;2023-04-13;E-commerce;Link;Desconto;2023;4;Apr;Q2/2023;Thursday;2023-04;15;R$501-1000;Beatriz Rodrigues;active
PED105049;88.728.618/5232-57;Simone;166,71;2023-04-26;E-commerce;Site;Sem Cupom;2023;4;Apr;Q2/2023;Wednesday;2023-04;17;Até R$200;Joana Lima;active
PED105050;77.750.304/7524-82;Renata;86,7;2023-04-07;Loja Física;Loja;Desconto;2023;4;Apr;Q2/2023;Friday;2023-04;14;Até R$200;Luiza Ferreira;inactive
