documento;nome_cliente;status_cliente;vendedor_crm;ddd;data_cadastro;recencia;frequencia;monetario;ticket_medio;segmento;omnichannel;primeira_compra;ultima_compra
44.660.401/5133-17;Amanda Gomes;inactive;Keli;51;2023-04-15;236,0;2,0;1083,08;541,54;Regular;True;2024-01-30;2024-04-08
63.520.318/9539-49;Amanda Nascimento;active;Venda Direta;81;2022-08-12;41,0;4,0;3518,87;879,72;VIP;True;2022-09-13;2024-10-20
43.963.178/2918-26;Bruna Almeida;active;Carla;91;2024-09-01;245,0;5,0;4331,32;866,26;Em Risco;True;2022-07-02;2024-03-30
42.786.977/3355-89;Sofia Santos;inactive;Vanessa;61;2024-06-25;13,0;5,0;2956,49;591,3;VIP;True;2022-07-19;2024-11-17
18.900.543/8280-86;Maria Souza;active;Carla;41;2024-04-09;4,0;1,0;324,13;324,13;Novo Promissor;False;2024-11-26;2024-11-26
30.797.952/6316-19;Bruna Silva;active;Carla;31;2022-08-26;522,0;3,0;2868,22;956,07;Inativo;False;2022-03-03;2023-06-27
15.859.214/1064-29;Juliana Souza;active;Aline;11;2022-03-16;2,0;4,0;3108,54;777,14;VIP;False;2022-12-21;2024-11-28
66.338.401/1968-76;Camila Araujo;active;Amanda;71;2023-05-15;26,0;2,0;934,36;467,18;Novo Promissor;True;2022-12-02;2024-11-04
20.111.788/2469-45;Bruna Costa;active;Luciana;51;2022-09-25;484,0;1,0;2249,56;2249,56;Inativo;False;2023-08-04;2023-08-04
48.152.317/1823-10;Luiza Almeida;active;Adriana;41;2024-09-13;245,0;4,0;4080,99;1020,25;Em Risco;True;2023-01-27;2024-03-30
65.217.352/9989-21;Isabela Almeida;active;Carla;91;2023-12-24;987,0;1,0;148,69;148,69;Inativo;False;2022-03-19;2022-03-19
44.944.279/6534-96;Fernanda Souza;active;Aline;71;2022-07-09;23,0;2,0;2236,02;1118,01;Novo Promissor;False;2022-06-25;2024-11-07
77.919.179/4718-31;Fernanda Nascimento;active;Priscila;81;2024-09-22;92,0;5,0;4503,36;900,67;VIP;True;2022-10-01;2024-08-30
84.539.836/4641-73;Mariana Lima;active;Patrícia;41;2023-07-20;59,0;5,0;2334,01;466,8;Leal;True;2023-04-26;2024-10-02
21.106.739/6114-64;Fernanda Gomes;active;Vanessa;81;2024-09-19;337,0;7,0;8048,74;1149,82;Em Risco;True;2022-04-05;2023-12-29
71.339.189/9648-86;Maria Ferreira;active;Tatiane;41;2024-01-06;1012,0;1,0;826,56;826,56;Inativo;False;2022-02-22;2022-02-22
64.474.391/9536-33;Camila Oliveira;inactive;Adriana;11;2022-06-05;37,0;5,0;2886,88;577,38;VIP;True;2022-03-03;2024-10-24
53.756.229/7284-40;Renata Ferreira;active;Camila;81;2023-11-04;180,0;4,0;5175,52;1293,88;VIP;True;2023-04-16;2024-06-03
37.754.322/1743-88;Beatriz Rodrigues;active;Luciana;11;2022-03-10;25,0;2,0;1015,91;507,96;Novo Promissor;False;2024-04-02;2024-11-05
42.375.781/2736-32;Patricia Araujo;active;Adriana;31;2023-01-08;65,0;2,0;1956,33;978,17;Novo Promissor;False;2022-09-08;2024-09-26
81.835.979/8002-34;Beatriz Oliveira;active;Elaine;71;2022-02-24;149,0;3,0;2197,44;732,48;Leal;True;2022-04-01;2024-07-04
86.184.720/2054-63;Bruna Silva;active;Simone;31;2022-03-26;83,0;5,0;2062,43;412,49;Leal;True;2022-08-03;2024-09-08
14.752.767/4370-98;Mariana Martins;active;Vanessa;81;2024-07-29;23,0;5,0;4378,69;875,74;VIP;True;2022-09-10;2024-11-07
56.938.521/6599-76;Mariana Ferreira;active;Tatiane;51;2024-04-20;421,0;5,0;7528,09;1505,62;Perdendo VIP;True;2022-07-03;2023-10-06
71.208.778/4620-95;Amanda Silva;inactive;Vanessa;31;2023-08-15;432,0;3,0;3287,81;1095,94;Inativo;True;2022-02-07;2023-09-25
17.151.702/3384-51;Juliana Rodrigues;active;Vanessa;51;2024-01-02;152,0;1,0;1200,19;1200,19;Novo Promissor;False;2024-07-01;2024-07-01
85.979.337/6501-36;Luiza Nascimento;active;Aline;51;2023-09-14;390,0;4,0;1883,62;470,9;Perdendo VIP;True;2023-03-21;2023-11-06
17.506.607/6481-73;Sofia Carvalho;active;Bianca;81;2024-10-05;74,0;5,0;6182,08;1236,42;VIP;True;2022-04-28;2024-09-17
29.627.244/2231-28;Leticia Souza;active;Vanessa;91;2022-11-13;376,0;3,0;1860,65;620,22;Em Risco;True;2023-10-05;2023-11-20
17.265.649/3908-40;Beatriz Almeida;active;Camila;61;2023-09-17;316,0;3,0;1836,19;612,06;Em Risco;False;2022-06-11;2024-01-19
53.543.431/5598-26;Clara Costa;active;Bianca;31;2022-09-09;11,0;4,0;4568,67;1142,17;VIP;True;2022-04-16;2024-11-19
88.684.787/5491-98;Bruna Rodrigues;active;Keli;21;2022-06-01;36,0;3,0;1182,6;394,2;Leal;True;2024-03-07;2024-10-25
27.323.617/7777-52;Patricia Ferreira;active;Camila;31;2024-06-28;159,0;2,0;1178,64;589,32;Novo Promissor;True;2024-02-05;2024-06-24
44.325.329/9183-63;Leticia Gomes;active;Juliana;91;2024-05-15;126,0;7,0;5382,91;768,99;VIP;True;2022-04-02;2024-07-27
71.309.755/4928-95;Renata Araujo;active;Aline;71;2023-08-23;379,0;3,0;2139,48;713,16;Em Risco;True;2023-03-08;2023-11-17
40.493.795/9795-79;Leticia Costa;inactive;Bianca;91;2024-10-03;121,0;6,0;4751,08;791,85;VIP;True;2022-11-03;2024-08-01
29.232.890/4385-68;Bruna Oliveira;active;Camila;61;2024-08-28;913,0;2,0;1927,48;963,74;Inativo;True;2022-01-15;2022-06-01
89.537.145/3835-60;Isabela Pereira;active;Fernanda;81;2024-10-01;438,0;2,0;1400,39;700,2;Inativo;True;2023-05-28;2023-09-19
87.138.392/7833-43;Luiza Rodrigues;active;Patrícia;91;2022-10-30;315,0;4,0;4777,63;1194,41;Em Risco;True;2022-02-01;2024-01-20
84.985.203/2963-43;Clara Almeida;inactive;Fernanda;31;2024-10-23;187,0;1,0;827,21;827,21;Novo Promissor;False;2024-05-27;2024-05-27
80.989.212/4061-71;Joana Rodrigues;inactive;Keli;71;2023-02-04;34,0;3,0;1710,12;570,04;Leal;True;2023-06-16;2024-10-27
32.657.923/9101-93;Ana Lima;active;Venda Direta;91;2022-03-09;607,0;6,0;7085,39;1180,9;Perdendo VIP;True;2022-01-25;2023-04-03
43.212.143/5223-39;Amanda Silva;inactive;Fernanda;21;2022-06-03;245,0;5,0;4286,51;857,3;Em Risco;True;2022-08-01;2024-03-30
26.926.493/5607-27;Sofia Martins;active;Bianca;71;2024-10-11;321,0;4,0;3731,21;932,8;Em Risco;True;2022-06-12;2024-01-14
54.207.318/5538-71;Juliana Carvalho;inactive;Elaine;51;2022-07-01;296,0;6,0;6177,39;1029,56;Em Risco;True;2022-02-07;2024-02-08
68.276.327/2726-96;Isabela Gomes;active;Amanda;81;2023-06-09;58,0;5,0;4106,22;821,24;VIP;True;2022-11-14;2024-10-03
41.366.969/1837-71;Maria Nascimento;active;Aline;41;2022-07-08;114,0;4,0;2583,27;645,82;Leal;True;2022-11-12;2024-08-08
56.389.456/5647-28;Camila Araujo;active;Larissa;11;2022-01-20;242,0;5,0;3888,4;777,68;Em Risco;False;2022-08-10;2024-04-02
76.693.280/7642-73;Luiza Carvalho;active;Vanessa;81;2024-04-30;56,0;7,0;11038,71;1576,96;VIP;True;2023-04-12;2024-10-05
92.402.361/5879-81;Clara Pereira;active;Elaine;61;2024-06-16;8,0;5,0;3749,91;749,98;VIP;True;2022-11-20;2024-11-22
27.791.782/5784-21;Bruna Gomes;active;Juliana;81;2022-01-10;471,0;2,0;1566,45;783,22;Inativo;False;2023-07-25;2023-08-17
19.938.977/3870-10;Paula Souza;active;Débora;31;2023-12-01;740,0;4,0;1983,61;495,9;Perdendo VIP;True;2022-01-15;2022-11-21
58.775.888/1292-33;Ana Martins;active;Keli;81;2023-10-17;39,0;7,0;6815,62;973,66;VIP;True;2022-01-08;2024-10-22
64.636.738/1233-90;Leticia Pereira;active;Tatiane;81;2022-08-29;554,0;1,0;2845,46;2845,46;Inativo;False;2023-05-26;2023-05-26
80.324.989/4863-20;Paula Rodrigues;inactive;Luciana;11;2022-06-01;171,0;3,0;2725,75;908,58;Leal;False;2023-12-23;2024-06-12
82.111.134/5542-77;Sofia Costa;inactive;Débora;41;2024-02-23;;;;;Regular;False;;
66.752.634/5690-48;Ana Pereira;inactive;Débora;71;2022-07-07;16,0;4,0;2545,78;636,45;Leal;True;2022-04-26;2024-11-14
97.179.452/6409-80;Ana Oliveira;active;Aline;11;2023-04-09;26,0;3,0;1694,87;564,96;Leal;True;2022-06-28;2024-11-04
84.770.227/8869-22;Isabela Araujo;active;Fernanda;31;2023-12-23;43,0;4,0;3303,69;825,92;VIP;True;2022-08-16;2024-10-18
40.997.458/4384-84;Paula Silva;active;Simone;31;2024-06-18;9,0;5,0;3615,76;723,15;VIP;True;2022-05-02;2024-11-21
43.970.295/1028-75;Fernanda Silva;active;Adriana;61;2023-12-07;676,0;1,0;152,14;152,14;Inativo;False;2023-01-24;2023-01-24
25.522.688/7948-90;Clara Rodrigues;active;Carla;51;2024-05-30;858,0;2,0;2645,97;1322,98;Inativo;False;2022-07-09;2022-07-26
30.735.630/6062-17;Clara Oliveira;active;Luciana;71;2023-02-19;584,0;1,0;1703,94;1703,94;Inativo;False;2023-04-26;2023-04-26
86.328.396/4581-84;Natalia Araujo;inactive;Bianca;31;2023-08-01;110,0;4,0;4074,37;1018,59;VIP;True;2022-10-29;2024-08-12
97.672.637/1614-92;Natalia Ferreira;active;Débora;11;2022-11-06;283,0;3,0;2767,47;922,49;Em Risco;True;2022-09-02;2024-02-21
79.462.768/1358-75;Maria Costa;inactive;Patrícia;31;2024-10-22;576,0;2,0;972,92;486,46;Inativo;False;2022-12-04;2023-05-04
28.423.797/2349-66;Camila Carvalho;active;Fernanda;81;2022-11-13;437,0;4,0;3749,21;937,3;Perdendo VIP;True;2022-01-17;2023-09-20
46.672.703/7941-80;Beatriz Souza;active;Patrícia;51;2024-10-16;172,0;5,0;5376,72;1075,34;VIP;True;2023-03-19;2024-06-11
82.252.836/6246-74;Paula Almeida;active;Aline;31;2023-01-03;32,0;7,0;4353,86;621,98;VIP;True;2022-01-24;2024-10-29
15.629.109/1091-20;Fernanda Oliveira;active;Elaine;81;2023-07-09;113,0;3,0;2958,98;986,33;Leal;True;2022-03-10;2024-08-09
74.432.968/9128-61;Patricia Ferreira;inactive;Tatiane;61;2023-08-28;284,0;5,0;6880,57;1376,11;Em Risco;True;2022-12-20;2024-02-20
76.565.817/9990-26;Ana Rodrigues;active;Renata;31;2024-07-24;224,0;4,0;3328,89;832,22;Em Risco;False;2022-04-15;2024-04-20
64.977.704/3979-35;Juliana Silva;active;Keli;51;2023-04-25;770,0;3,0;1461,64;487,21;Inativo;False;2022-04-04;2022-10-22
62.756.697/8320-11;Patricia Oliveira;active;Luciana;11;2024-09-07;187,0;4,0;3475,27;868,82;VIP;False;2023-01-22;2024-05-27
95.871.775/6780-86;Beatriz Oliveira;active;Luciana;61;2024-07-28;808,0;1,0;213,26;213,26;Inativo;False;2022-09-14;2022-09-14
98.765.778/7611-42;Clara Araujo;active;Adriana;91;2022-01-14;10,0;3,0;2493,8;831,27;Leal;True;2024-09-19;2024-11-20
23.155.327/9340-55;Bruna Souza;active;Priscila;71;2022-01-28;77,0;5,0;3241,92;648,38;VIP;True;2023-04-08;2024-09-14
25.849.883/2363-38;Ana Costa;active;Venda Direta;81;2022-05-22;401,0;2,0;634,32;317,16;Inativo;False;2022-05-24;2023-10-26
17.443.486/8233-88;Juliana Lima;active;Camila;61;2023-08-13;209,0;4,0;2858,03;714,51;Em Risco;True;2022-04-10;2024-05-05
95.735.301/6781-55;Juliana Almeida;active;Carla;51;2023-04-18;116,0;3,0;2765,72;921,91;Leal;False;2022-03-16;2024-08-06
22.388.829/9780-36;Ana Pereira;active;Elaine;61;2022-11-13;17,0;4,0;2853,72;713,43;VIP;True;2022-03-30;2024-11-13
87.251.934/5846-72;Fernanda Martins;active;Mariana;71;2023-03-21;19,0;2,0;3380,82;1690,41;Novo Promissor;False;2023-08-02;2024-11-11
57.802.561/3986-26;Ana Santos;active;Venda Direta;91;2022-10-23;219,0;5,0;2658,66;531,73;Em Risco;True;2023-05-14;2024-04-25
49.276.440/1056-96;Renata Santos;active;Keli;81;2023-02-08;418,0;3,0;1954,65;651,55;Inativo;False;2022-05-29;2023-10-09
93.547.302/4768-83;Clara Souza;active;Renata;51;2024-01-22;282,0;4,0;2586,99;646,75;Em Risco;True;2022-09-21;2024-02-22
83.462.991/7597-97;Isabela Silva;active;Tatiane;71;2022-09-20;49,0;7,0;5514,65;787,81;VIP;True;2022-03-12;2024-10-12
85.654.986/1022-36;Bruna Nascimento;active;Elaine;81;2024-04-26;27,0;4,0;1886,57;471,64;Leal;False;2023-05-06;2024-11-03
67.348.848/1804-15;Beatriz Nascimento;inactive;Venda Direta;11;2023-01-12;413,0;3,0;1543,92;514,64;Inativo;True;2022-07-12;2023-10-14
74.489.533/6141-97;Paula Rodrigues;active;Vanessa;81;2023-08-08;468,0;3,0;3946,35;1315,45;Inativo;True;2022-10-29;2023-08-20
34.224.178/8001-81;Gabriela Rodrigues;active;Vanessa;71;2024-03-09;289,0;3,0;2247,1;749,03;Em Risco;True;2022-08-01;2024-02-15
60.827.275/9444-79;Paula Oliveira;active;Renata;21;2023-04-16;22,0;3,0;1875,18;625,06;Leal;True;2023-12-10;2024-11-08
74.415.401/7691-67;Beatriz Nascimento;active;Tatiane;21;2024-01-02;455,0;2,0;947,94;473,97;Inativo;False;2022-11-19;2023-09-02
85.878.367/4241-48;Sofia Silva;active;Simone;61;2024-08-29;27,0;5,0;9836,8;1967,36;VIP;True;2022-03-20;2024-11-03
80.750.391/2587-40;Clara Costa;active;Keli;31;2022-02-16;954,0;2,0;2473,6;1236,8;Inativo;False;2022-03-25;2022-04-21
42.240.245/5409-65;Juliana Costa;active;Aline;11;2024-08-04;22,0;2,0;960,14;480,07;Novo Promissor;False;2024-07-03;2024-11-08
33.812.227/6406-64;Sofia Silva;active;Fernanda;81;2022-01-24;306,0;5,0;4440,39;888,08;Em Risco;True;2022-06-10;2024-01-29
19.799.485/4301-24;Gabriela Lima;inactive;Keli;71;2024-04-10;756,0;1,0;537,52;537,52;Inativo;False;2022-11-05;2022-11-05
12.910.514/2079-72;Patricia Santos;active;Juliana;41;2023-02-07;26,0;3,0;2093,97;697,99;Leal;True;2023-09-18;2024-11-04
84.882.720/9795-19;Paula Oliveira;inactive;Patrícia;11;2024-11-13;424,0;3,0;5184,95;1728,32;Inativo;True;2022-07-24;2023-10-03
47.914.156/7214-24;Juliana Nascimento;inactive;Carla;21;2022-10-10;8,0;8,0;7581,2;947,65;VIP;True;2022-02-27;2024-11-22
27.693.471/9791-11;Joana Ferreira;inactive;Tatiane;91;2022-04-03;544,0;2,0;1756,12;878,06;Inativo;False;2022-04-06;2023-06-05
93.142.765/3886-47;Joana Rodrigues;active;Elaine;41;2023-11-17;301,0;2,0;975,59;487,79;Regular;False;2023-09-13;2024-02-03
51.232.494/5864-92;Sofia Santos;active;Vanessa;31;2022-11-06;141,0;4,0;7444,8;1861,2;VIP;True;2022-05-21;2024-07-12
11.312.247/8740-96;Ana Almeida;active;Tatiane;81;2024-06-06;158,0;5,0;3565,79;713,16;VIP;True;2023-03-07;2024-06-25
30.187.423/1789-29;Amanda Lima;active;Patrícia;41;2022-01-07;136,0;2,0;4115,1;2057,55;Novo Promissor;True;2022-01-22;2024-07-17
91.740.385/1864-33;Clara Almeida;active;Débora;71;2024-02-27;472,0;3,0;2541,04;847,01;Inativo;True;2022-05-23;2023-08-16
23.391.552/9215-69;Beatriz Oliveira;active;Priscila;51;2022-02-12;131,0;5,0;5607,88;1121,58;VIP;True;2022-04-09;2024-07-22
64.560.307/8959-86;Patricia Gomes;inactive;Venda Direta;51;2023-12-26;294,0;6,0;4208,01;701,34;Em Risco;True;2022-02-15;2024-02-10
33.537.637/1421-74;Joana Souza;active;Vanessa;61;2022-07-20;40,0;6,0;4529,35;754,89;VIP;True;2022-09-04;2024-10-21
84.262.910/2564-46;Isabela Santos;active;Larissa;41;2024-06-13;51,0;4,0;1854,4;463,6;Leal;True;2022-05-29;2024-10-10
90.797.665/2308-52;Beatriz Lima;active;Keli;21;2023-10-29;3,0;2,0;702,92;351,46;Novo Promissor;False;2023-10-11;2024-11-27
12.237.286/7121-23;Mariana Oliveira;inactive;Vanessa;61;2023-07-02;319,0;3,0;2869,83;956,61;Em Risco;True;2022-06-20;2024-01-16
85.530.653/4933-41;Sofia Santos;active;Patrícia;51;2022-08-14;33,0;3,0;2150,81;716,94;Leal;True;2023-08-30;2024-10-28
41.525.515/7169-10;Ana Nascimento;active;Venda Direta;31;2023-09-25;308,0;5,0;4201,04;840,21;Em Risco;True;2022-09-02;2024-01-27
65.352.733/1105-11;Ana Ferreira;active;Elaine;41;2024-08-03;247,0;4,0;1603,09;400,77;Em Risco;True;2023-02-13;2024-03-28
90.769.475/9934-80;Patricia Almeida;active;Aline;31;2022-07-13;559,0;1,0;554,28;554,28;Inativo;False;2023-05-21;2023-05-21
61.190.492/1109-58;Luiza Rodrigues;active;Adriana;31;2023-06-22;529,0;3,0;2782,55;927,52;Inativo;False;2022-11-16;2023-06-20
10.684.439/6684-92;Renata Costa;active;Simone;41;2023-04-26;602,0;4,0;4213,67;1053,42;Perdendo VIP;True;2022-01-01;2023-04-08
49.656.551/1104-31;Camila Silva;inactive;Mariana;21;2023-03-06;232,0;4,0;4397,38;1099,34;Em Risco;True;2022-02-22;2024-04-12
27.815.973/1298-48;Natalia Pereira;active;Bianca;41;2024-08-02;276,0;7,0;4517,15;645,31;Em Risco;True;2022-04-15;2024-02-28
82.745.822/7382-16;Juliana Silva;active;Carla;21;2024-06-29;367,0;5,0;4649,85;929,97;Em Risco;True;2022-01-12;2023-11-29
89.552.883/5992-46;Ana Almeida;active;Amanda;81;2023-08-01;865,0;1,0;466,01;466,01;Inativo;False;2022-07-19;2022-07-19
92.264.224/5287-95;Beatriz Araujo;inactive;Tatiane;51;2022-04-21;74,0;8,0;7505,38;938,17;VIP;True;2022-03-17;2024-09-17
71.427.480/1238-29;Leticia Gomes;inactive;Fernanda;71;2022-07-31;277,0;4,0;4516,65;1129,16;Em Risco;False;2022-08-01;2024-02-27
69.181.462/2667-46;Natalia Gomes;active;Luciana;41;2024-04-30;347,0;4,0;2562,67;640,67;Em Risco;False;2022-03-04;2023-12-19
13.688.700/2996-27;Sofia Souza;inactive;Venda Direta;61;2024-05-27;94,0;2,0;2565,96;1282,98;Novo Promissor;False;2023-04-15;2024-08-28
97.805.275/3592-67;Maria Costa;active;Luciana;41;2024-09-13;3,0;2,0;1583,51;791,76;Novo Promissor;False;2024-03-07;2024-11-27
92.300.639/8714-19;Renata Pereira;active;Camila;61;2024-09-22;223,0;5,0;4526,88;905,38;Em Risco;True;2022-04-07;2024-04-21
74.141.696/3440-69;Luiza Pereira;active;Vanessa;11;2023-07-25;132,0;4,0;3062,58;765,64;VIP;True;2022-08-02;2024-07-21
24.540.936/3367-50;Isabela Costa;active;Larissa;61;2024-11-19;119,0;5,0;3407,88;681,58;VIP;True;2023-01-19;2024-08-03
96.170.667/8062-34;Amanda Gomes;active;Adriana;61;2023-10-28;34,0;3,0;4172,15;1390,72;Leal;True;2023-02-22;2024-10-27
15.986.261/4262-18;Amanda Gomes;active;Venda Direta;21;2022-12-16;569,0;2,0;632,11;316,06;Inativo;True;2022-09-17;2023-05-11
69.992.916/5320-60;Renata Souza;inactive;Adriana;91;2024-07-18;512,0;2,0;904,58;452,29;Inativo;False;2022-03-11;2023-07-07
69.681.904/5264-71;Mariana Souza;active;Larissa;61;2023-11-12;46,0;7,0;4046,9;578,13;VIP;True;2022-04-13;2024-10-15
67.113.263/6539-88;Clara Oliveira;active;Mariana;71;2022-09-08;;;;;Regular;False;;
17.765.647/8727-94;Renata Martins;active;Renata;21;2022-11-15;452,0;4,0;3774,83;943,71;Perdendo VIP;True;2022-08-05;2023-09-05
37.807.545/4541-85;Isabela Santos;active;Bianca;21;2024-06-03;87,0;6,0;13706,11;2284,35;VIP;True;2022-07-05;2024-09-04
89.918.203/5521-38;Joana Ferreira;inactive;Simone;21;2022-07-08;408,0;1,0;600,47;600,47;Inativo;False;2023-10-19;2023-10-19
91.621.205/2702-91;Bruna Lima;active;Venda Direta;91;2023-12-26;443,0;1,0;513,55;513,55;Inativo;False;2023-09-14;2023-09-14
10.906.376/8232-24;Leticia Rodrigues;inactive;Débora;31;2024-11-12;316,0;3,0;3797,11;1265,7;Em Risco;False;2023-04-27;2024-01-19
13.287.416/7035-19;Sofia Ferreira;active;Simone;41;2022-03-20;1,0;8,0;5380,4;672,55;VIP;True;2022-01-09;2024-11-29
96.204.645/7523-57;Bruna Almeida;active;Bianca;11;2023-06-30;;;;;Regular;False;;
42.453.842/9974-37;Camila Pereira;active;Larissa;11;2024-07-12;129,0;5,0;2228,63;445,73;Leal;True;2022-05-01;2024-07-24
32.595.720/3956-23;Joana Nascimento;active;Keli;41;2023-09-11;744,0;2,0;774,65;387,33;Inativo;True;2022-10-18;2022-11-17
20.895.909/6087-70;Camila Nascimento;active;Camila;21;2022-11-01;377,0;6,0;6747,97;1124,66;Em Risco;True;2022-02-22;2023-11-19
73.898.692/7458-59;Joana Carvalho;active;Simone;81;2022-07-18;259,0;5,0;5570,48;1114,1;Em Risco;True;2022-11-09;2024-03-16
78.809.641/2936-84;Maria Araujo;active;Vanessa;41;2023-07-08;230,0;1,0;432,21;432,21;Regular;False;2024-04-14;2024-04-14
29.659.229/4203-63;Beatriz Silva;active;Adriana;31;2024-11-13;401,0;5,0;3636,28;727,26;Perdendo VIP;True;2022-09-04;2023-10-26
34.486.364/8382-85;Clara Lima;active;Luciana;31;2022-07-02;376,0;2,0;774,77;387,39;Regular;False;2022-09-24;2023-11-20
83.901.142/4349-79;Clara Ferreira;active;Tatiane;61;2023-08-30;55,0;2,0;2598,85;1299,42;Novo Promissor;False;2023-12-12;2024-10-06
11.449.805/1583-57;Maria Silva;active;Camila;61;2022-03-24;957,0;1,0;500,36;500,36;Inativo;False;2022-04-18;2022-04-18
59.626.152/8083-17;Joana Araujo;active;Renata;61;2022-04-03;115,0;1,0;384,96;384,96;Novo Promissor;False;2024-08-07;2024-08-07
83.657.424/4185-28;Fernanda Santos;active;Keli;61;2023-09-09;336,0;3,0;3412,23;1137,41;Em Risco;True;2022-07-25;2023-12-30
47.478.238/7772-52;Luiza Nascimento;active;Camila;81;2023-07-27;130,0;3,0;1701,25;567,08;Leal;True;2023-04-20;2024-07-23
29.888.949/3889-35;Natalia Rodrigues;inactive;Larissa;81;2023-08-04;93,0;3,0;1646,41;548,8;Leal;False;2022-01-29;2024-08-29
39.300.977/6234-40;Gabriela Gomes;inactive;Luciana;91;2024-09-27;29,0;4,0;6085,84;1521,46;VIP;True;2022-05-28;2024-11-01
51.858.167/8612-70;Camila Nascimento;active;Venda Direta;11;2024-02-13;;;;;Regular;False;;
79.945.807/7745-26;Clara Lima;active;Simone;81;2024-05-02;774,0;1,0;406,26;406,26;Inativo;False;2022-10-18;2022-10-18
28.608.278/2861-72;Beatriz Nascimento;active;Bianca;51;2023-10-13;48,0;3,0;5428,66;1809,55;Leal;True;2023-01-09;2024-10-13
84.513.252/2098-80;Fernanda Gomes;active;Tatiane;31;2024-03-02;654,0;2,0;2835,23;1417,62;Inativo;False;2022-08-16;2023-02-15
35.667.889/4416-28;Juliana Souza;inactive;Juliana;31;2023-04-21;346,0;4,0;5959,81;1489,95;Em Risco;True;2022-07-19;2023-12-20
40.637.525/1680-32;Maria Nascimento;inactive;Débora;61;2023-05-19;192,0;6,0;2849,06;474,84;VIP;True;2022-12-15;2024-05-22
56.624.828/9001-75;Joana Almeida;inactive;Vanessa;81;2022-08-19;9,0;3,0;4259,44;1419,81;Leal;True;2023-12-23;2024-11-21
25.684.767/8586-50;Sofia Silva;active;Keli;21;2024-05-27;41,0;4,0;7109,61;1777,4;VIP;True;2023-12-02;2024-10-20
86.898.184/3463-63;Isabela Almeida;inactive;Venda Direta;91;2024-11-08;46,0;3,0;2342,33;780,78;Leal;False;2023-08-12;2024-10-15
81.926.396/4183-75;Ana Costa;active;Débora;51;2023-11-21;953,0;2,0;1102,38;551,19;Inativo;True;2022-04-06;2022-04-22
63.779.477/4227-46;Fernanda Gomes;active;Priscila;51;2022-07-28;326,0;3,0;3055,51;1018,5;Em Risco;False;2022-01-16;2024-01-09
74.429.538/2155-19;Maria Costa;active;Elaine;11;2022-05-11;297,0;4,0;1615,62;403,9;Em Risco;True;2022-02-26;2024-02-07
56.942.369/4621-21;Patricia Nascimento;active;Priscila;61;2024-01-13;572,0;3,0;2280,44;760,15;Inativo;True;2022-05-22;2023-05-08
54.563.774/9641-84;Sofia Carvalho;active;Tatiane;51;2023-01-19;135,0;2,0;1466,03;733,02;Novo Promissor;False;2023-11-03;2024-07-18
50.384.373/2293-43;Bruna Lima;active;Carla;71;2022-12-28;479,0;2,0;1075,98;537,99;Inativo;False;2022-04-15;2023-08-09
58.409.130/4175-51;Fernanda Lima;active;Larissa;71;2024-01-31;542,0;3,0;1824,78;608,26;Inativo;True;2022-02-03;2023-06-07
67.227.309/9444-28;Maria Santos;inactive;Simone;41;2024-07-31;582,0;4,0;3237,28;809,32;Perdendo VIP;False;2022-03-14;2023-04-28
81.831.235/9414-12;Leticia Martins;active;Renata;51;2023-10-10;31,0;3,0;2096,73;698,91;Leal;True;2022-10-24;2024-10-30
76.335.953/5323-26;Juliana Gomes;active;Keli;81;2022-12-21;165,0;4,0;2945,83;736,46;VIP;True;2023-07-19;2024-06-18
23.598.620/2885-30;Mariana Lima;active;Fernanda;21;2022-04-10;7,0;4,0;2856,59;714,15;VIP;True;2022-09-16;2024-11-23
85.776.238/3338-62;Isabela Costa;active;Keli;11;2024-01-01;62,0;4,0;3902,58;975,64;VIP;True;2022-05-22;2024-09-29
56.209.814/7791-13;Juliana Rodrigues;inactive;Adriana;61;2022-10-28;25,0;7,0;5989,3;855,61;VIP;True;2023-03-06;2024-11-05
36.783.969/6166-53;Leticia Ferreira;active;Priscila;41;2023-09-01;76,0;4,0;3248,62;812,16;VIP;False;2022-08-18;2024-09-15
57.851.958/9627-93;Renata Nascimento;active;Carla;31;2024-05-31;604,0;2,0;1072,84;536,42;Inativo;True;2022-11-20;2023-04-06
77.750.304/7524-82;Luiza Ferreira;inactive;Luciana;71;2022-07-22;525,0;4,0;8239,89;2059,97;Perdendo VIP;True;2022-05-28;2023-06-24
13.175.940/1076-57;Gabriela Martins;inactive;Aline;81;2024-11-10;163,0;4,0;2452,29;613,07;Leal;True;2022-06-13;2024-06-20
35.713.205/7694-67;Natalia Silva;active;Débora;41;2022-04-22;747,0;2,0;800,88;400,44;Inativo;False;2022-06-04;2022-11-14
28.187.822/8024-86;Patricia Araujo;active;Bianca;61;2023-01-16;128,0;5,0;4441,66;888,33;VIP;True;2022-02-03;2024-07-25
86.541.639/1244-75;Gabriela Martins;active;Fernanda;21;2024-01-25;60,0;5,0;7812,91;1562,58;VIP;True;2022-09-19;2024-10-01
19.481.816/8737-82;Fernanda Silva;active;Débora;81;2024-08-11;41,0;2,0;951,79;475,9;Novo Promissor;True;2024-02-11;2024-10-20
23.992.467/8251-24;Juliana Silva;active;Keli;61;2024-03-06;104,0;4,0;1966,7;491,68;Leal;False;2022-02-14;2024-08-18
